,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,main_artist,song_name
760,0.671,0.77,4,-5.716,0,0.0568,0.0728,0.0169,0.232,0.938,90.004,2o48KqCXGtUmJPLvhVQMVn,246680,4,Adi Oasis,Get it Got it
761,0.646,0.605,9,-11.473,1,0.0598,0.0888,0.838,0.0827,0.379,95.095,4gwDxpAtGNezq7u3BXdMmS,298507,4,Illnoledge,Fearless
762,0.814,0.33,11,-7.535,0,0.342,0.679,0.000197,0.106,0.685,85.057,6oYDza5APcRR4c8w1WEAml,171608,4,Sam Wills,Sweet Distraction
763,0.818,0.428,1,-7.946,1,0.14,0.596,0.052,0.0876,0.831,87.024,4Mb1aR0pnjMoVmyQQ3WC6Y,210978,4,LIKEMINDS,Bounce Back
764,0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,2TktkzfozZifbQhXjT6I33,216680,3,Omar Apollo,Evergreen (You Didn’t Deserve Me At All)
765,0.731,0.265,7,-13.5,0,0.0591,0.106,0.00236,0.126,0.875,74.035,2ZOIl2JPKxTKNqJboeSrWd,215364,4,Sebastian Mikael,Security Code
766,0.796,0.604,7,-6.193,0,0.0667,0.163,0.000169,0.0836,0.546,135.038,3Gz3Tl8TicQbsR0OGvmc6C,230841,4,Ari Lennox,Queen Space (with Summer Walker)
767,0.658,0.391,0,-12.36,1,0.0375,0.39,0.0,0.12,0.525,130.091,588PD4ef9Naq17zduReyoo,183855,4,Bluey Robinson,Simmer Down
768,0.821,0.517,5,-9.473,0,0.0866,0.275,1.3e-05,0.0785,0.78,141.946,1tnHsDjJqZPp7uZNqCERJ9,196127,4,Benny Atlas,Make A Place
769,0.712,0.5,10,-8.498,0,0.185,0.357,0.000313,0.113,0.711,136.255,7pfx2xxO3rAQPVUIdQYwtM,142941,4,ENNY,Champagne Problems
770,0.511,0.538,9,-10.326,0,0.185,0.786,0.0079,0.132,0.351,154.647,0hEfncfojHOofdZdJCoHgk,282500,4,vAn,U MOVE ME
771,0.632,0.59,0,-9.263,1,0.164,0.709,0.0778,0.0834,0.541,171.985,4IBA7iay6sycCsopkXqpII,208511,4,Devon Gilfillian,Brown Sugar Queen [Feat. Janice]
772,0.598,0.645,11,-7.01,0,0.337,0.53,2.06e-06,0.68,0.755,85.082,3yra5xBw7oHIU1hqDisA7j,241476,4,Kadeem Tyrell,Let Me Know - The Cypher
773,0.738,0.498,3,-6.928,1,0.0276,0.604,0.000654,0.0989,0.609,80.023,7fv831b61zLwfA1d6Vp17f,199659,4,Aaron Taylor,Ebbs and Flows
774,0.842,0.754,11,-7.7,0,0.0923,0.342,3.2e-05,0.224,0.661,102.022,4SSMJh5AoqMt8xMDTaMByS,205625,4,Flo Naegeli,In My Mind
775,0.858,0.203,11,-12.252,0,0.0733,0.765,0.626,0.0779,0.432,126.018,7GmSvY6pk87MO2GaMnXLLN,205201,4,ELIZA,Heat of the Moon
776,0.692,0.657,4,-7.044,0,0.0641,0.311,1.39e-06,0.0981,0.319,112.072,6kYMoYJnbXVuiqVMCkL2Pe,195782,4,GINGE,Take My Picture
777,0.727,0.424,5,-17.315,1,0.0603,0.211,0.0022,0.381,0.718,104.023,74vzcgYIdZhdyrgZcaVnAy,194712,4,Sebastian Mikael,Overgold
778,0.484,0.64,6,-8.768,1,0.167,0.0403,0.00809,0.0758,0.715,180.529,51sP9J4HvAAGeFvJA9518Z,229241,4,ILLAJOY,Something Over Nothing
779,0.503,0.527,6,-8.944,1,0.0446,0.153,0.000333,0.106,0.409,114.782,5vyHC9KyYoXTUH2eLUwK8P,258979,4,Jon Ari,sealand
780,0.494,0.375,5,-9.137,0,0.0539,0.288,3.92e-05,0.101,0.297,127.193,4UndAnl9tL4hHiYOuufIJk,256853,4,Pip Millett,Heal
781,0.554,0.372,9,-7.683,1,0.0317,0.176,0.0011,0.0992,0.18,119.898,0Kwclo1cdzghNqwyKpHX2a,258970,3,Mia Zeta,sin tu fuego
782,0.572,0.321,10,-10.236,1,0.0704,0.375,0.0,0.169,0.213,145.94,6TAnJ7ubFuZ7nYgzYst2Wp,204658,3,Julia Marcks,3AM
783,0.774,0.457,2,-9.526,1,0.0577,0.589,0.527,0.108,0.709,142.031,30VXXYrH2jyAHW3EKabNK5,361245,4,Mörk,Baby
784,0.849,0.769,6,-5.897,1,0.0402,0.141,0.153,0.103,0.971,133.059,4imq60KskF2cm4WpYbwk9V,200000,4,Louis Cole,Dead Inside Shuffle
785,0.568,0.617,9,-8.56,0,0.107,0.0209,0.0755,0.134,0.353,92.013,4KpqdNIQw7S6DlZz8RjBzO,199796,4,Gabriels,Angels & Queens
786,0.374,0.424,7,-9.012,0,0.0613,0.657,0.000149,0.353,0.296,151.307,3mslSmibP6M7u9RQEOZ2Zh,233853,4,Son Little,bend yr ear
787,0.603,0.518,4,-8.135,0,0.214,0.442,0.00133,0.354,0.46,90.691,6HZTp6aIfkqEp5DBJR4JIx,225890,4,GINGE,Jewels in the Night
788,0.702,0.712,9,-7.435,0,0.0584,0.522,0.0263,0.267,0.891,151.017,3ixe45hov7EBKXm8tYBmvX,298160,3,Steve Lacy,Mercury
789,0.719,0.613,11,-8.846,0,0.193,0.157,3.2e-06,0.101,0.19,87.98,743RarKaAOMYFjGkZ44Mct,176742,4,Reggie Becton,Call
790,0.9,0.587,1,-4.101,1,0.0775,0.0137,0.00129,0.0449,0.741,85.99,50djZgba5gDPdYp7aJG57w,201803,4,LAYA,Sock It 2 Me
791,0.72,0.614,11,-5.441,1,0.136,0.518,0.045,0.111,0.491,83.041,3whY26FqEAhCSP7YeEluNL,123000,4,Ethel,Andromeda
792,0.897,0.635,10,-9.787,0,0.192,0.0349,0.00954,0.0711,0.703,122.003,2prsNcywu7raXhGJ8KkwKp,263577,4,Makèz,Holy Sun
793,0.654,0.545,1,-8.22,1,0.12,0.278,0.0,0.098,0.548,86.256,0fNqBczzVUvBy4MSjZXXZK,222005,4,quiet.,TBU
794,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,0VjIjW4GlUZAMYd2vXMi3b,200040,4,The Weeknd,Blinding Lights
795,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,7qiZfU4dY1lWllzX7mPBI3,233713,4,Ed Sheeran,Shape of You
796,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,7qEHsqek33rTcFNT9PFqLf,182161,4,Lewis Capaldi,Someone You Loved
797,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,2XU0oxnq2qxCpomAAuJY8K,209438,4,Tones And I,Dance Monkey
798,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,3KkXRkHbMCARz0aVfEt68P,158040,4,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse
799,0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,1xznGGDReH1oQq0xzbwXa3,173987,4,Drake,One Dance
800,0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,7wGoVu4Dady5GV0Sv4UIsx,218320,4,Post Malone,rockstar
801,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,5PjdY0CKGZdEuoNab3yDmX,141806,4,The Kid LAROI,STAY (with Justin Bieber)
802,0.779,0.787,10,-4.305,0,0.108,0.0524,0.0,0.14,0.708,124.982,0CcQNd8CINkwQfe1RDtGV6,204347,4,Imagine Dragons,Believer
803,0.681,0.594,7,-7.028,1,0.282,0.165,3.49e-06,0.134,0.535,186.054,5aAx2yezTd8zXrkmtKl66Z,230453,4,The Weeknd,Starboy
804,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,7BKLCZ1jbUBVqRi2FVlTVw,244960,4,The Chainsmokers,Closer
805,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4Dvkj6JhhA12EX05fT7y2e,167303,4,Harry Styles,As It Was
806,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,6CDzDgIUqeDY5g8ujExx2f,238805,4,Glass Animals,Heat Waves
807,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,0tgVpDi06FyKpA1z0VMD4v,263400,3,Ed Sheeran,Perfect
808,0.575,0.697,11,-11.474,0,0.593,0.299,0.0,0.321,0.847,64.504,6Qit2K8SmvinVWC0yiWdQv,96914,5,Datkid Smoove,Day 2
809,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,0TK2YIli7K1leLovkQiNik,190960,4,Shawn Mendes,Señorita
810,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,5uCax9HTNlzGybIStD3vDh,211467,4,James Arthur,Say You Won't Let Go
811,0.533,0.802,5,-6.837,0,0.0295,0.000569,0.465,0.331,0.601,103.081,4QJmlInAGzQEwqXKRq9zcH,249453,4,The Hourglass Effect,But Anyways
812,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,0u2P5u6lvoDfwTYjAADbn4,200186,4,Billie Eilish,lovely (with Khalid)
813,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,6UelLqGlWMcVH1E5c4H7lY,174000,4,Harry Styles,Watermelon Sugar
814,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,2QjOHCTQ1Jl3zawyYOpxh6,240400,4,The Neighbourhood,Sweater Weather
815,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,3PfIrDoz19wz7qK7tYeu62,183290,4,Dua Lipa,Don't Start Now
816,0.541,0.535,9,-11.894,1,0.043,0.00374,0.0143,0.4,0.432,170.029,2k2qAsUeYnaM7m8dh02gJZ,169747,4,FELOWER,Do It Myself
817,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,2Fxmhks0bxGSBdJ92vM42m,194088,4,Billie Eilish,bad guy
818,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,285pBltuF7vW8TeWk8hdRR,239836,4,Juice WRLD,Lucid Dreams
819,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,34gCuhDGsG4bRPIf9bb02f,281560,4,Ed Sheeran,Thinking out Loud
820,0.642,0.653,1,-4.635,1,0.113,0.0371,0.0,0.203,0.246,90.384,58WSKtcvVt208XY8tolYQI,148997,4,Queen Naija,No Fake Love (with YoungBoy Never Broke Again)
821,0.755,0.448,7,-9.587,1,0.107,0.0283,3.28e-05,0.514,0.318,77.179,6T8cJz5lAqGer9GUHGyelE,198960,4,Drake,God's Plan
822,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,1HNkqx9Ahdgi1Ixy2xkKkL,258987,4,Ed Sheeran,Photograph
823,0.648,0.66,5,-7.102,0,0.0286,0.0386,0.0,0.105,0.475,110.053,1F9C9BsY71ue6Yb8x7pNIy,181909,4,SKARS,SPIRIT
824,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,6RUKPb4LETWmmr3iAEQktW,247160,4,The Chainsmokers,Something Just Like This
825,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,4u7EnebtmKWzUH433cf5Qv,354320,4,Queen,Bohemian Rhapsody - Remastered 2011
826,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,2VxeLyX666F8uXCJ0dZF8B,215733,4,Lady Gaga,Shallow
827,0.456,0.67,7,-5.212,1,0.0574,0.588,0.0,0.116,0.405,128.632,2EiGECydkS2M8OCcRHQZhT,241688,4,Hozier,Take Me To Church
828,0.689,0.739,1,-5.865,1,0.121,0.0186,3.38e-06,0.331,0.702,130.056,1lx0AvQlaCVFsFJLL33xSM,199410,4,Hairpin,Blur
829,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,21jGcNKet2qwijlDFuPiPb,215280,4,Post Malone,Circles
830,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,3hB5DgAiMAQ4DzYbsMq1IT,233720,4,Justin Bieber,Love Yourself
831,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,3U4isOIWM3VvDubwSI3y7a,269560,4,John Legend,All of Me
832,0.6,0.81,0,-4.749,1,0.0479,0.00683,0.21,0.155,0.298,167.88,0tKcYR2II1VCQWT79i5NrW,187147,4,Imagine Dragons,Thunder
833,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,3ee8Jmje8o58CHK66QrVC2,166606,4,XXXTENTACION,SAD!
834,0.634,0.728,4,-10.262,0,0.45,0.528,0.0,0.197,0.633,150.008,11IRT5J1GXT4bW55x3ESe4,148041,4,Lor Sosa,Midnight Social
835,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,6ocbgoVGwYJhOv1GgI9NsF,178627,4,Ariana Grande,7 rings
836,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,7yq4Qj7cqayVTp3FF9CWbm,204280,4,Vance Joy,Riptide
837,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,6gBFPUFcJLzWGx4lenP6h2,243837,4,Travis Scott,goosebumps
838,0.634,0.589,9,-8.12,0,0.0277,0.0833,0.000119,0.194,0.494,117.952,44LxZrjUpbpmVouVe70NF9,220750,4,The Hourglass Effect,One More Kiss
839,0.662,0.71,1,-4.945,0,0.0364,0.0603,0.0,0.119,0.465,121.979,5edBgVtRD0fvWk140Sl21T,257267,4,OneRepublic,Counting Stars
840,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,3CRDbSIZ4r5MsZ0YwxuEkn,202333,4,Twenty One Pilots,Stressed Out
841,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,6g1NlCpW7fgqDnWbCCDrHl,247427,4,Avicii,Wake Me Up - Radio Edit
842,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,7m9OqQk4RVRkw9JJdeAw96,119133,4,XXXTENTACION,Jocelyn Flores
843,0.611,0.61,5,-5.609,1,0.028,0.218,0.283,0.106,0.341,86.008,22P4H3AmkWIKubTkQHC7Jp,257651,4,Ubiquity Machine,Beautiful Girl
844,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,3bidbhpOYeV4knp8AIu8Xn,258343,4,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton)
845,0.356,0.567,0,-7.011,0,0.0798,0.0861,0.0,0.137,0.109,135.553,25khomWgBVamSdKw7hzm3l,242253,5,The Weeknd,The Hills
846,0.509,0.538,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,7DFNE7NO0raLIUbgzY2rzm,252867,4,Passenger,Let Her Go
847,0.906,0.625,1,-6.779,0,0.0903,0.000243,3.23e-05,0.0975,0.423,150.018,7ujx3NYtwO2LkmKGz59mXp,177000,4,Kendrick Lamar,HUMBLE.
848,0.662,0.887,1,-6.083,0,0.0329,0.0479,0.00074,0.143,0.745,134.978,62KoBrLtLvNKd10NsYlSrf,210211,4,The Hourglass Effect,Boomerang
849,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,7GX5flRQZVHRAGd6B4TmDO,182707,4,Lil Uzi Vert,XO Tour Llif3
850,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,1rfofaqEpACxVEHIZBJe6W,217307,4,Camila Cabello,Havana (feat. Young Thug)
851,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,7ef4DlsgrMEH11cDZd32M6,214847,4,Calvin Harris,One Kiss (with Dua Lipa)
852,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,2ekn2ttSfGqwhhate0LSR0,209320,4,Dua Lipa,New Rules
853,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,2dpaYNEQHiRxtZbfNsse99,214290,4,Marshmello,Happier
854,0.673,0.455,11,-7.992,1,0.0353,0.0359,0.0,0.0904,0.362,95.994,3BzbWCu2rljr8EgwJMuvX1,263438,4,RSB,L.A. Dreaming
855,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,4ZtFanR9U6ndgddUvNcjcG,178147,4,Olivia Rodrigo,good 4 u
856,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,2xLMifQCjDGFmkHkpNLD9h,312820,4,Travis Scott,SICKO MODE
857,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,5wANPM4fQCJwkGd4rN57mH,242013,4,Olivia Rodrigo,drivers license
858,0.327,0.71,3,-2.928,1,0.0547,0.202,9e-05,0.28,0.416,179.561,2Oehrcv4Kov0SuIgWyQY9e,175200,4,Imagine Dragons,Demons
859,0.784,0.802,5,-3.609,0,0.212,0.201,0.000721,0.12,0.711,102.027,7qDxyZRPdPTHAqKXX6SImg,152941,4,Bori,OMG
860,0.448,0.818,10,-4.038,0,0.34,0.131,0.0,0.11,0.768,82.885,3FlSyheHttoFTqcN7Hhif8,187973,4,Shawn Mendes,Treat You Better
861,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,0lYBSQXN6rCTvUZvg9S0lU,205947,4,DJ Snake,Let Me Love You
862,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,3JvKfv6T31zO0ini8iNItO,244360,4,Tom Odell,Another Love
863,0.689,0.735,2,-4.545,1,0.267,0.00922,0.00072,0.365,0.059,171.403,7MJQ9Nfxzh8LPZ9e9u68Fq,320627,4,Eminem,Lose Yourself
864,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,69bp2EbF7Q2rqc5N3ylezZ,200787,4,Justin Bieber,Sorry
865,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,003vvx7Niy0yvhvHt4a68B,222973,4,The Killers,Mr. Brightside
866,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,5Z9KJZvQzH6PFmb8SNkxuk,212353,4,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow)
867,0.414,0.419,0,-6.431,1,0.0388,0.55,0.000195,0.11,0.18,84.082,2whoe0pPKh4JRn6eWSIqTV,172724,4,Sam Smith,Stay With Me
868,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,463CkQjx2Zk1yXoBuierM9,203064,4,Dua Lipa,Levitating (feat. DaBaby)
869,0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,68Dni7IE4VyPkTOH9mRWHr,292799,4,J. Cole,No Role Modelz
870,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,5FVd6KXrgO9B3JPmC8OPst,272394,4,Arctic Monkeys,Do I Wanna Know?
871,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4WjH9Bzt3kx7z8kl0awxh4,176561,4,Major Lazer,Lean On (feat. MØ & DJ Snake)
872,0.744,0.514,6,-6.103,1,0.0746,0.355,0.0,0.184,0.449,136.013,6Zc5f20q7sOe1IC1c1jQvZ,228816,4,Halsey,Without Me (with Juice WRLD)
873,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,3AJwUDP919kvQ9QcozQPxg,266773,4,Coldplay,Yellow
874,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,0.476,91.873,1mXVgsBdtIVeCLJnSnmtdV,201000,4,Sam Smith,Too Good At Goodbyes
875,0.624,0.806,6,-4.271,1,0.0364,0.182,0.0,0.299,0.513,123.117,7BzNT7knTluY0XGlpG5bxe,220293,4,Post Malone,Congratulations
876,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,7dt6x5M1jzdTEt8oCbisTK,231267,4,Post Malone,Better Now
877,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,24Yi9hE78yPEbZ4kxyoXAI,176840,4,SAINt JHN,Roses - Imanbek Remix
878,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,47EiUVwUp4C9fGccaPuUCS,205090,4,Bad Bunny,DÁKITI
879,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,4cktbXiXOapiLBMprHFErI,189486,4,Maroon 5,Memories
880,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,32OlwWuMpZ6b0aN2RZOeMS,269667,4,Mark Ronson,Uptown Funk (feat. Bruno Mars)
881,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,698ItKASDavgwZ3WjaWjtz,212107,4,Alan Walker,Faded
882,0.663,0.713,7,-6.647,0,0.112,0.0353,7.68e-06,0.0843,0.69,101.965,17Fd6Yb7mSbinKG8LoWfFl,197933,4,Mike Posner,I Took A Pill In Ibiza - Seeb Remix
883,0.765,0.797,2,-6.888,1,0.0518,0.00967,0.0,0.0717,0.558,104.959,5BYtxgPXYuGR7hNvccznKl,157894,4,Darius Martin,Options
884,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,67BtfxlNbhBmCDR2L2l8qd,137876,4,Lil Nas X,MONTERO (Call Me By Your Name)
885,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,7JJmb5XwzOO8jgpou264Ml,199440,4,Shawn Mendes,There's Nothing Holdin' Me Back
886,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,3B54sVLJ402zGa6Xm4YGNe,233902,4,French Montana,Unforgettable
887,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,1i1fxkWeaMmKEB4T7zqbzK,208373,4,The Chainsmokers,Don't Let Me Down
888,0.929,0.43,4,-9.387,0,0.206,0.571,0.0,0.102,0.498,103.01,0TTOsyDKykWhCh3qDd9wMY,188738,4,Byron Messia,Talibans
889,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,3e9HZxeyfWwjeyPAMmWSSQ,207320,4,Ariana Grande,"thank u, next"
890,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,0KKkJNfGyhkQ5aFogxQAPU,206693,4,Bruno Mars,That's What I Like
891,0.375,0.893,2,-4.097,1,0.0406,0.000509,0.0,0.187,0.434,174.323,7ygpwy2qP3NbrxVkHvUhXY,258773,4,Oasis,Wonderwall - Remastered
892,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,7lQ8MOhq6IN2w8EYcFNSUk,290320,4,Eminem,Without Me
893,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4CeeEOM32jQcH3eN9Q2dGj,301920,4,Nirvana,Smells Like Teen Spirit
894,0.465,0.687,10,-10.964,1,0.0495,0.0206,0.929,0.121,0.13,70.507,08QaHlMPWuO5PUxjl61bXn,90427,4,Klaus Badelt,He's a Pirate
895,0.286,0.0968,7,-16.806,1,0.0323,0.178,0.696,0.0861,0.0395,62.881,6ZFbXIJkuI1dVNWvzJzown,275556,4,Hans Zimmer,Time
896,0.144,0.132,10,-19.115,1,0.0333,0.946,0.779,0.115,0.0627,102.283,2TZbQZXOuR8osP2AK8yYMN,207427,3,John Williams,Theme From Jurassic Park
897,0.18,0.226,9,-16.457,0,0.042,0.951,0.982,0.0998,0.048,94.079,6pWgRkpqVfxnj3WuIcJ7WP,126960,4,Hans Zimmer,Cornfield Chase
898,0.483,0.192,4,-15.378,0,0.0469,0.991,0.908,0.106,0.0542,100.848,14rZjW3RioG7WesZhYESso,140733,4,Yann Tiersen,"Comptine d'un autre été, l'après-midi"
899,0.339,0.219,9,-18.595,1,0.0336,0.578,0.101,0.104,0.0387,138.091,6k41naacsmD4L3i9AzCFom,254293,4,Hans Zimmer,Now We Are Free
900,0.25,0.553,7,-8.188,1,0.0429,0.606,0.673,0.145,0.226,118.985,5SXsXjVJCWeJuf7FHvgBYR,123360,4,Alan Silvestri,The Avengers
901,0.488,0.0629,2,-21.524,1,0.0342,0.843,0.406,0.133,0.175,104.311,644es5aYPJghtZLjM1rmSP,175040,4,Howard Shore,Concerning Hobbits
902,0.128,0.0234,0,-32.13,1,0.0375,0.535,0.189,0.135,0.0365,97.173,1IFME3mAnOYVDv4I2gMUyd,529947,4,James Horner,Pure spirits of the forest
903,0.201,0.475,11,-10.097,0,0.0417,0.659,0.916,0.0748,0.0398,73.563,50csT5Qb2qOF7lHdDQ1Sbx,158333,3,Danny Elfman,The Batman Theme
904,0.3,0.289,10,-17.109,1,0.0557,0.688,0.683,0.0772,0.0492,129.673,56pKYnSA0CyayMJWcEU5kH,394440,4,Hans Zimmer,I'm Not a Hero
905,0.402,0.046,5,-22.779,1,0.033,0.979,0.513,0.0771,0.0967,104.425,1ijrMIqQvZNsnoqGukPzFD,159667,4,Alan Silvestri,I'm Forrest... Forrest Gump
906,0.322,0.328,8,-15.496,1,0.034,0.401,0.0871,0.31,0.0932,77.182,5F7I0CfdEnVSPlwFabMyIi,197333,4,The Outatime Orchestra,Back To The Future
907,0.156,0.162,2,-17.101,0,0.036,0.897,0.691,0.111,0.077,73.407,1n8NKQRg8LVHy7oUhUgbFF,309093,4,John Williams,Hedwig's Theme
908,0.168,0.0393,5,-24.569,1,0.0395,0.86,0.942,0.131,0.0387,112.426,2yEt5pA29CwKNXSplwnhgn,172520,3,James Horner,Rose
909,0.422,0.351,0,-13.002,1,0.0352,0.73,0.904,0.0784,0.168,132.317,5duZVZ4m1TaJDTCbeHG8TG,305640,4,John Williams,Raiders March
910,0.471,0.411,2,-15.755,1,0.041,0.733,0.853,0.28,0.282,79.986,1ghlpxVfPbFH2jenrv9vVw,254347,4,John Williams,Duel of the Fates
911,0.12,0.107,0,-19.115,0,0.0399,0.974,0.879,0.0778,0.109,82.727,7C7VLxXI4bX0JWzWVBRaTH,185467,4,Nino Rota,"The Godfather Waltz (Main Title) - From ""The Godfather"" Soundtrack"
912,0.169,0.222,7,-15.954,0,0.0356,0.528,0.964,0.107,0.0397,110.877,64q5EfFKR9hYJ1FHqSClxe,247400,4,Hans Zimmer,Chevaliers De Sangreal - From The Da Vinci Code Original Motion Picture Soundtrack
913,0.179,0.048,6,-28.663,1,0.0469,0.889,0.974,0.0775,0.0278,72.93,3Ra4rkq1ExwPXwrPQeHBWg,148813,4,Alexandre Desplat,Lily's Theme
914,0.209,0.152,10,-16.519,0,0.0324,0.5,0.903,0.103,0.0482,80.136,1NkI8DtCnjcWVCVLF0gB71,407533,4,Michael Giacchino,The Batman
915,0.0876,0.0504,4,-29.69,0,0.0387,0.755,0.95,0.112,0.0912,170.05,5JZdKynHn8pKmIfDBSOB1t,181867,1,Hans Zimmer,Earth
916,0.259,0.583,2,-9.489,1,0.0418,0.0249,0.978,0.328,0.24,111.153,2QTDuJIGKUjR7E2Q6KupIh,156307,4,John Powell,Test Drive - From How To Train Your Dragon Music From The Motion Picture
